plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
38458,38458,Velpke,IZ Helmstedt,326314960300807,20,"{'resultList': [{'vaccinationCenterPk': 326314960300807, 'name': 'IZ Helmstedt', 'streetName': 'Kantstraße', 'streetNumber': '27', 'zipcode': '38350', 'city': 'Helmstedt', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38459,38459,Bahrdorf,IZ Helmstedt,326314960300807,15,"{'resultList': [{'vaccinationCenterPk': 326314960300807, 'name': 'IZ Helmstedt', 'streetName': 'Kantstraße', 'streetNumber': '27', 'zipcode': '38350', 'city': 'Helmstedt', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38461,38461,Danndorf,IZ Helmstedt,326314960300807,25,"{'resultList': [{'vaccinationCenterPk': 326314960300807, 'name': 'IZ Helmstedt', 'streetName': 'Kantstraße', 'streetNumber': '27', 'zipcode': '38350', 'city': 'Helmstedt', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38462,38462,Grafhorst,IZ Helmstedt,326314960300807,25,"{'resultList': [{'vaccinationCenterPk': 326314960300807, 'name': 'IZ Helmstedt', 'streetName': 'Kantstraße', 'streetNumber': '27', 'zipcode': '38350', 'city': 'Helmstedt', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38464,38464,Groß Twülpstedt,IZ Helmstedt,326314960300807,20,"{'resultList': [{'vaccinationCenterPk': 326314960300807, 'name': 'IZ Helmstedt', 'streetName': 'Kantstraße', 'streetNumber': '27', 'zipcode': '38350', 'city': 'Helmstedt', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38465,38465,Brome,IZ Gifhorn BioNTech,489870543448617,45,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38467,38467,Bergfeld,IZ Gifhorn BioNTech,489870543448617,40,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38468,38468,Ehra-Lessien,IZ Gifhorn BioNTech,489870543448617,30,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38470,38470,Parsau,IZ Gifhorn BioNTech,489870543448617,50,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 50, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38471,38471,Rühen,IZ Gifhorn BioNTech,489870543448617,45,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38473,38473,Tiddische,IZ Gifhorn BioNTech,489870543448617,35,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38474,38474,Tülau,IZ Gifhorn BioNTech,489870543448617,45,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38476,38476,Barwedel,IZ Gifhorn BioNTech,489870543448617,30,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38477,38477,Jembke,IZ Gifhorn BioNTech,489870543448617,30,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38479,38479,Tappenbeck,IZ Gifhorn BioNTech,489870543448617,25,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38518-38559,38518,Gifhorn,IZ Gifhorn BioNTech,489870543448617,5,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38524,38524,Sassenburg,IZ Gifhorn BioNTech,489870543448617,15,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38527,38527,Meine,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38528,38528,Adenbüttel,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38530,38530,Didderse,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38531,38531,Rötgesbüttel,IZ Gifhorn BioNTech,489870543448617,15,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38533,38533,Vordorf,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38536,38536,Meinersen,IZ Gifhorn BioNTech,489870543448617,25,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38539,38539,Müden (Aller),IZ Gifhorn BioNTech,489870543448617,15,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38542,38542,Leiferde,IZ Gifhorn BioNTech,489870543448617,15,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38543,38543,Hillerse,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38547,38547,Calberlah,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38550,38550,Isenbüttel,IZ Gifhorn BioNTech,489870543448617,10,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38551,38551,Ribbesbüttel,IZ Gifhorn BioNTech,489870543448617,10,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38553,38553,Wasbüttel,IZ Gifhorn BioNTech,489870543448617,15,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38554,38554,Weyhausen,IZ Gifhorn BioNTech,489870543448617,25,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38556,38556,Bokensdorf,IZ Gifhorn BioNTech,489870543448617,25,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38557,38557,Osloß,IZ Gifhorn BioNTech,489870543448617,20,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38559,38559,Wagenhoff,IZ Gifhorn BioNTech,489870543448617,10,"{'resultList': [{'vaccinationCenterPk': 489870543448617, 'name': 'IZ Gifhorn BioNTech', 'streetName': 'Schützenplatz', 'streetNumber': '2', 'zipcode': '38518', 'city': 'Gifhorn', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38640-38690,38640,Goslar,IZ Goslar,277235904992769,15,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38667,38667,Bad Harzburg,IZ Goslar,277235904992769,15,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38667-38709,38667,Clausthal-Zellerfeld,IZ Goslar,277235904992769,15,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38685,38685,Langelsheim,IZ Goslar,277235904992769,20,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38704,38704,Liebenburg,IZ Goslar,277235904992769,15,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38723,38723,Seesen,IZ Goslar,277235904992769,40,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38729,38729,Hahausen,IZ Goslar,277235904992769,30,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38729,38729,Lutter am Barenberge,IZ Goslar,277235904992769,30,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
38729,38729,Wallmoden,IZ Goslar,277235904992769,30,"{'resultList': [{'vaccinationCenterPk': 277235904992769, 'name': 'IZ Goslar', 'streetName': 'Eichenweg | Helmut-Sander-Sporthalle', 'streetNumber': 'Oker', 'zipcode': '38642', 'city': 'Goslar OT Oker', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48455,48455,Bad Bentheim,IZ Grafschaft Bentheim,696657671596208,15,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Engden,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Isterberg,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Ohne,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Quendorf,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Samern,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48465,48465,Schüttorf,IZ Grafschaft Bentheim,696657671596208,20,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48480,48480,Lünne,IZ Emsland - Lingen,821510175771070,30,"{'resultList': [{'vaccinationCenterPk': 821510175771070, 'name': 'IZ Emsland - Lingen', 'streetName': 'Lindenstraße', 'streetNumber': '24a', 'zipcode': '49808', 'city': 'Lingen (Ems)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48480,48480,Schapen,IZ Emsland - Lingen,821510175771070,30,"{'resultList': [{'vaccinationCenterPk': 821510175771070, 'name': 'IZ Emsland - Lingen', 'streetName': 'Lindenstraße', 'streetNumber': '24a', 'zipcode': '49808', 'city': 'Lingen (Ems)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48480,48480,Spelle,IZ Emsland - Lingen,821510175771070,30,"{'resultList': [{'vaccinationCenterPk': 821510175771070, 'name': 'IZ Emsland - Lingen', 'streetName': 'Lindenstraße', 'streetNumber': '24a', 'zipcode': '49808', 'city': 'Lingen (Ems)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48488,48488,Emsbüren,IZ Emsland - Lingen,821510175771070,20,"{'resultList': [{'vaccinationCenterPk': 821510175771070, 'name': 'IZ Emsland - Lingen', 'streetName': 'Lindenstraße', 'streetNumber': '24a', 'zipcode': '49808', 'city': 'Lingen (Ems)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48499,48499,Salzbergen,IZ Emsland - Lingen,821510175771070,30,"{'resultList': [{'vaccinationCenterPk': 821510175771070, 'name': 'IZ Emsland - Lingen', 'streetName': 'Lindenstraße', 'streetNumber': '24a', 'zipcode': '49808', 'city': 'Lingen (Ems)', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
48527-48531,48527,Nordhorn,IZ Grafschaft Bentheim,696657671596208,10,"{'resultList': [{'vaccinationCenterPk': 696657671596208, 'name': 'IZ Grafschaft Bentheim', 'streetName': 'Paulstraße', 'streetNumber': '4-8', 'zipcode': '48529', 'city': 'Nordhorn', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49074-49090,49074,Osnabrück,IZ Osnabrück - Stadt,174496721381520,5,"{'resultList': [{'vaccinationCenterPk': 174496721381520, 'name': 'IZ Osnabrück - Stadt', 'streetName': 'Schlosswall', 'streetNumber': '10', 'zipcode': '49080', 'city': 'Osnabrück', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49124,49124,Georgsmarienhütte,IZ Georgsmarienhütte,239504716203678,5,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49134,49134,Wallenhorst,IZ Osnabrück - Wallenhorst,608148005102689,5,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49143,49143,Bissendorf,IZ Georgsmarienhütte,239504716203678,20,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
